thingName,thingArn,certArn,certId
iotCar-0223,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0223,arn:aws:iot:us-east-2:274028060855:cert/244a540137c6a302f336e91fd96771d380a1a7f8d6d739b4a9cebfce64a3ac53,244a540137c6a302f336e91fd96771d380a1a7f8d6d739b4a9cebfce64a3ac53
iotCar-0224,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0224,arn:aws:iot:us-east-2:274028060855:cert/bb362a6379b71482b6811a1f3e483536b263b5953720c3241fe4aecaab56bf5a,bb362a6379b71482b6811a1f3e483536b263b5953720c3241fe4aecaab56bf5a
iotCar-0225,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0225,arn:aws:iot:us-east-2:274028060855:cert/982d1d0b4df5ed1af290604748d3bda0c8d5ca353fa892b0d0e277d71cca9b7d,982d1d0b4df5ed1af290604748d3bda0c8d5ca353fa892b0d0e277d71cca9b7d
iotCar-0226,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0226,arn:aws:iot:us-east-2:274028060855:cert/de24596fc80b3980b3c11410b9391969cfdac31af125cbc664c045ae388b6ae2,de24596fc80b3980b3c11410b9391969cfdac31af125cbc664c045ae388b6ae2
iotCar-0227,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0227,arn:aws:iot:us-east-2:274028060855:cert/06f8ffe31128ac5a8874f75f0736c05f5fcdef61a5a1fc7413b57bb1a214c18d,06f8ffe31128ac5a8874f75f0736c05f5fcdef61a5a1fc7413b57bb1a214c18d
iotCar-0228,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0228,arn:aws:iot:us-east-2:274028060855:cert/6d80e646206faf3244e144abfa2b5050fc58f64712fe4c5b231fd87673d72623,6d80e646206faf3244e144abfa2b5050fc58f64712fe4c5b231fd87673d72623
iotCar-0229,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0229,arn:aws:iot:us-east-2:274028060855:cert/2669626a17c0b99386f265727f0e0f287e3ce50a08e32ee5eaa2d135461329ec,2669626a17c0b99386f265727f0e0f287e3ce50a08e32ee5eaa2d135461329ec
iotCar-0230,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0230,arn:aws:iot:us-east-2:274028060855:cert/2513df421251118654b58722eeee80d73f1f74c30c473b11d31923d646796c6a,2513df421251118654b58722eeee80d73f1f74c30c473b11d31923d646796c6a
iotCar-0231,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0231,arn:aws:iot:us-east-2:274028060855:cert/364011d0ee460e435d2c632b72071969200bccbb298029055c85b69013365f3a,364011d0ee460e435d2c632b72071969200bccbb298029055c85b69013365f3a
iotCar-0232,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0232,arn:aws:iot:us-east-2:274028060855:cert/f73be307ca933b2ec56c490331b87b564a0fbcfb1887ec870c84045e09ae619d,f73be307ca933b2ec56c490331b87b564a0fbcfb1887ec870c84045e09ae619d
iotCar-0233,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0233,arn:aws:iot:us-east-2:274028060855:cert/d8fce4806948744b136a0c419622199c8e4a690b0814c9943bdab57a40c8b1b8,d8fce4806948744b136a0c419622199c8e4a690b0814c9943bdab57a40c8b1b8
iotCar-0234,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0234,arn:aws:iot:us-east-2:274028060855:cert/38c263f49274daa5a473673e4a522dc58da181988552e5a62065c6afc5820d19,38c263f49274daa5a473673e4a522dc58da181988552e5a62065c6afc5820d19
iotCar-0235,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0235,arn:aws:iot:us-east-2:274028060855:cert/13961cdec6f8107895e782c5409e3a432d4a9551549659cf3e75e2d130592080,13961cdec6f8107895e782c5409e3a432d4a9551549659cf3e75e2d130592080
iotCar-0236,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0236,arn:aws:iot:us-east-2:274028060855:cert/3b4b57fbb617bfa6ce0ccc0e58a0c1dd8db223e4ab07aa43b4637a4f00a70f05,3b4b57fbb617bfa6ce0ccc0e58a0c1dd8db223e4ab07aa43b4637a4f00a70f05
iotCar-0237,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0237,arn:aws:iot:us-east-2:274028060855:cert/79398a9320006de9b8ec04585b9858f160cbc80a433040f772f66acd9e240121,79398a9320006de9b8ec04585b9858f160cbc80a433040f772f66acd9e240121
iotCar-0238,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0238,arn:aws:iot:us-east-2:274028060855:cert/b60596cbfac0b3acbcae375d97491f0f12f4c58b5443eaf9c4af2bd16938b590,b60596cbfac0b3acbcae375d97491f0f12f4c58b5443eaf9c4af2bd16938b590
iotCar-0239,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0239,arn:aws:iot:us-east-2:274028060855:cert/9d4ab6cf2c873acdcf4d4c30dd2bea772fe666981ca64f9d93f769fe47be1f43,9d4ab6cf2c873acdcf4d4c30dd2bea772fe666981ca64f9d93f769fe47be1f43
iotCar-0240,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0240,arn:aws:iot:us-east-2:274028060855:cert/68c87850138e8090a02d003c225435610ab81b32b4e10301ab07f2765bf91d55,68c87850138e8090a02d003c225435610ab81b32b4e10301ab07f2765bf91d55
iotCar-0241,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0241,arn:aws:iot:us-east-2:274028060855:cert/c13ff0c19bb64879255a8891cc5512f49fe37559b575fe5e440bf315c6404ef2,c13ff0c19bb64879255a8891cc5512f49fe37559b575fe5e440bf315c6404ef2
iotCar-0242,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0242,arn:aws:iot:us-east-2:274028060855:cert/36602a9e58d4d80e55be1c5a1f769825f482ae9991d32e91e6963504d7a2e4f4,36602a9e58d4d80e55be1c5a1f769825f482ae9991d32e91e6963504d7a2e4f4
iotCar-0243,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0243,arn:aws:iot:us-east-2:274028060855:cert/d2bd2b1fd3304c21eddc1386e442f9f587b2187de0c5d1aaa54a832d05455d4d,d2bd2b1fd3304c21eddc1386e442f9f587b2187de0c5d1aaa54a832d05455d4d
iotCar-0244,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0244,arn:aws:iot:us-east-2:274028060855:cert/7304d5d0faede9e6ddb2c329eef8b046c7e408891491a145d7bd2de6b57b71a7,7304d5d0faede9e6ddb2c329eef8b046c7e408891491a145d7bd2de6b57b71a7
iotCar-0245,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0245,arn:aws:iot:us-east-2:274028060855:cert/f06754f128a91ea34e3eb6c514e7a3a71439e32e74bfd9e48c43b58a03be45e1,f06754f128a91ea34e3eb6c514e7a3a71439e32e74bfd9e48c43b58a03be45e1
iotCar-0246,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0246,arn:aws:iot:us-east-2:274028060855:cert/d30dc8c641e1800cb0e15b61a0735d13b6db9e1e70cbdeb0d1f409a874743506,d30dc8c641e1800cb0e15b61a0735d13b6db9e1e70cbdeb0d1f409a874743506
iotCar-0247,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0247,arn:aws:iot:us-east-2:274028060855:cert/37a9c49e77b3911b1ad4ad2d4f4eadd7e65aa4696cf4248566cf38f52fbe53f9,37a9c49e77b3911b1ad4ad2d4f4eadd7e65aa4696cf4248566cf38f52fbe53f9
iotCar-0248,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0248,arn:aws:iot:us-east-2:274028060855:cert/4d9e32cef8d3786c9be9ec98f60629dd300f55cc63ed54e0599d4c97ff114f02,4d9e32cef8d3786c9be9ec98f60629dd300f55cc63ed54e0599d4c97ff114f02
iotCar-0249,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0249,arn:aws:iot:us-east-2:274028060855:cert/e883c94df627836cde56f8ac395877cda0dedf93aed3fa378e52e5989cc887fa,e883c94df627836cde56f8ac395877cda0dedf93aed3fa378e52e5989cc887fa
iotCar-0250,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0250,arn:aws:iot:us-east-2:274028060855:cert/187e3ad7342d4d5f5e574a01ffb2071ae569116a92cc585fd07c85414abbb92f,187e3ad7342d4d5f5e574a01ffb2071ae569116a92cc585fd07c85414abbb92f
iotCar-0251,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0251,arn:aws:iot:us-east-2:274028060855:cert/0535c930767478c44b608e5837f9aa059dbb7bd942c0b691e9ac20abd9334def,0535c930767478c44b608e5837f9aa059dbb7bd942c0b691e9ac20abd9334def
iotCar-0252,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0252,arn:aws:iot:us-east-2:274028060855:cert/cbf42c1eb5e81e4e33f9f0669214ffb5a58fe5ee966a7b3b829ee47b856f44ac,cbf42c1eb5e81e4e33f9f0669214ffb5a58fe5ee966a7b3b829ee47b856f44ac
iotCar-0253,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0253,arn:aws:iot:us-east-2:274028060855:cert/38f16eb5b24a28630deea3da4f70ed8d711f298298c35a270eea31e2f62903d2,38f16eb5b24a28630deea3da4f70ed8d711f298298c35a270eea31e2f62903d2
iotCar-0254,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0254,arn:aws:iot:us-east-2:274028060855:cert/d15f1d84a01fb8fcdcd02c9f5fbe6d8b649f1c743170833c139bd098e1956309,d15f1d84a01fb8fcdcd02c9f5fbe6d8b649f1c743170833c139bd098e1956309
iotCar-0255,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0255,arn:aws:iot:us-east-2:274028060855:cert/fa86bf49f36b7a979087560e1286927636329671fdc73ccf350965d6c26a63f8,fa86bf49f36b7a979087560e1286927636329671fdc73ccf350965d6c26a63f8
iotCar-0256,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0256,arn:aws:iot:us-east-2:274028060855:cert/69e7261b753627c1901a42c9f60686aaf71d3b5742e3b00f2b6f35fdf5e1120f,69e7261b753627c1901a42c9f60686aaf71d3b5742e3b00f2b6f35fdf5e1120f
iotCar-0257,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0257,arn:aws:iot:us-east-2:274028060855:cert/4be787352aa1b9c8b81eb06723de25caed79f11face1a6da5030fb662edca673,4be787352aa1b9c8b81eb06723de25caed79f11face1a6da5030fb662edca673
iotCar-0258,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0258,arn:aws:iot:us-east-2:274028060855:cert/d21aebfcba6ec128cfe3628f10482bb1b80728e88c618e3b7f01f6227852af8f,d21aebfcba6ec128cfe3628f10482bb1b80728e88c618e3b7f01f6227852af8f
iotCar-0259,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0259,arn:aws:iot:us-east-2:274028060855:cert/dd441caf2f8c8aabca6d4049ec45574e2410f2c21015c8c2eec27c9841378bd0,dd441caf2f8c8aabca6d4049ec45574e2410f2c21015c8c2eec27c9841378bd0
iotCar-0260,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0260,arn:aws:iot:us-east-2:274028060855:cert/498a897c8d8476b0c3625546becfd5d2a3ecee61abb83b538b9beedaa5de2a23,498a897c8d8476b0c3625546becfd5d2a3ecee61abb83b538b9beedaa5de2a23
iotCar-0261,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0261,arn:aws:iot:us-east-2:274028060855:cert/0630bd7b9edbc7e3efdf7091b70b7251cfba9f1263e7e20292aa33f3e79a8ab1,0630bd7b9edbc7e3efdf7091b70b7251cfba9f1263e7e20292aa33f3e79a8ab1
iotCar-0262,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0262,arn:aws:iot:us-east-2:274028060855:cert/6e7bde24fc5a1de3082fa59e7a1bcd84c996456380c695ef8a0735dbe2deeeff,6e7bde24fc5a1de3082fa59e7a1bcd84c996456380c695ef8a0735dbe2deeeff
iotCar-0263,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0263,arn:aws:iot:us-east-2:274028060855:cert/c7403bb98ae45812f01b3b40954ace996bdbada5e9036705a59ffba377cc89b3,c7403bb98ae45812f01b3b40954ace996bdbada5e9036705a59ffba377cc89b3
iotCar-0264,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0264,arn:aws:iot:us-east-2:274028060855:cert/c51c9a8d94b667d4a742fe6a7d355b1b07dcb2d4e6a510dcb5a80159ef54b1f9,c51c9a8d94b667d4a742fe6a7d355b1b07dcb2d4e6a510dcb5a80159ef54b1f9
iotCar-0265,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0265,arn:aws:iot:us-east-2:274028060855:cert/6c4a7d8b819b6a4f6e70e4d5183d06963c15d105ed5e83b565a7012d2c0edbc4,6c4a7d8b819b6a4f6e70e4d5183d06963c15d105ed5e83b565a7012d2c0edbc4
iotCar-0266,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0266,arn:aws:iot:us-east-2:274028060855:cert/3cb924a6cc9f655e3f5c85afecad6af8d9d2b0760696cd341787c6c7ef7482ed,3cb924a6cc9f655e3f5c85afecad6af8d9d2b0760696cd341787c6c7ef7482ed
iotCar-0267,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0267,arn:aws:iot:us-east-2:274028060855:cert/809fbb6d10da1ff5bd0a0ce38bdcb5c8b209f869c006af42e0e3cb06a805ee7c,809fbb6d10da1ff5bd0a0ce38bdcb5c8b209f869c006af42e0e3cb06a805ee7c
iotCar-0268,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0268,arn:aws:iot:us-east-2:274028060855:cert/2ec08dce65ea46723d0077ff10f17d5b071816cfcadff7b72cf35581caa45674,2ec08dce65ea46723d0077ff10f17d5b071816cfcadff7b72cf35581caa45674
iotCar-0269,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0269,arn:aws:iot:us-east-2:274028060855:cert/ec87474724e80407367b0921d36e604a90eeb749df85c41467f13634d81aa814,ec87474724e80407367b0921d36e604a90eeb749df85c41467f13634d81aa814
iotCar-0270,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0270,arn:aws:iot:us-east-2:274028060855:cert/dc37ef1c9e3a8d84410332397e1fa1b1bbf73e2655eab17304d8f930df1430f3,dc37ef1c9e3a8d84410332397e1fa1b1bbf73e2655eab17304d8f930df1430f3
iotCar-0271,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0271,arn:aws:iot:us-east-2:274028060855:cert/902b8aefd55d0855c1f693de446103896078eb33e34392d5d622707ec7531617,902b8aefd55d0855c1f693de446103896078eb33e34392d5d622707ec7531617
iotCar-0272,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0272,arn:aws:iot:us-east-2:274028060855:cert/b2dfb01969ad1a6ca1c4d9646390f9023948cff2a222143a7b544c8f241262d3,b2dfb01969ad1a6ca1c4d9646390f9023948cff2a222143a7b544c8f241262d3
iotCar-0273,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0273,arn:aws:iot:us-east-2:274028060855:cert/b87b508d5752f252b03a9e8c07d06cc037078ee6dddad1aafb052f9560c2bdce,b87b508d5752f252b03a9e8c07d06cc037078ee6dddad1aafb052f9560c2bdce
iotCar-0274,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0274,arn:aws:iot:us-east-2:274028060855:cert/4c5b59bec6f934898611cda1c57ed885ff08084f1d38b56af9e47a31f3fde535,4c5b59bec6f934898611cda1c57ed885ff08084f1d38b56af9e47a31f3fde535
iotCar-0275,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0275,arn:aws:iot:us-east-2:274028060855:cert/ccf5df816519911c86f60009a12bfecdd6e9a50960756b5616e88e0ed687631b,ccf5df816519911c86f60009a12bfecdd6e9a50960756b5616e88e0ed687631b
iotCar-0276,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0276,arn:aws:iot:us-east-2:274028060855:cert/1e22c5e1e3ddca96fa99cb57bf565ac587c2bda181f55502df4803d081cd221a,1e22c5e1e3ddca96fa99cb57bf565ac587c2bda181f55502df4803d081cd221a
iotCar-0277,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0277,arn:aws:iot:us-east-2:274028060855:cert/dee49053d2fb9e519a1a27869ee9c6ce2f99dc69c7f02f1115ef3f48f3865e18,dee49053d2fb9e519a1a27869ee9c6ce2f99dc69c7f02f1115ef3f48f3865e18
iotCar-0278,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0278,arn:aws:iot:us-east-2:274028060855:cert/27926f61b582d5bb60faa06f876bbe48b82c98a58302b603727e18f8aa14e69b,27926f61b582d5bb60faa06f876bbe48b82c98a58302b603727e18f8aa14e69b
iotCar-0279,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0279,arn:aws:iot:us-east-2:274028060855:cert/f45029fa787958a78530f9a7c22e899bed82f600921e6811752d37b1580d66c1,f45029fa787958a78530f9a7c22e899bed82f600921e6811752d37b1580d66c1
iotCar-0280,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0280,arn:aws:iot:us-east-2:274028060855:cert/6709bd49e235a72183d7fca7151fc0aa583c0d348116710e33b285052efd9b7e,6709bd49e235a72183d7fca7151fc0aa583c0d348116710e33b285052efd9b7e
iotCar-0281,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0281,arn:aws:iot:us-east-2:274028060855:cert/56fada3ae8768b51013cd8da370cf0b900bb976e7b24e6b6844133c640d2b24a,56fada3ae8768b51013cd8da370cf0b900bb976e7b24e6b6844133c640d2b24a
iotCar-0282,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0282,arn:aws:iot:us-east-2:274028060855:cert/b8a6dd17d0b6ac7d5f83d8a25a677668bdd35acdf889d8297d3a15db78a4d8b1,b8a6dd17d0b6ac7d5f83d8a25a677668bdd35acdf889d8297d3a15db78a4d8b1
iotCar-0283,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0283,arn:aws:iot:us-east-2:274028060855:cert/9d603743f4678e65947ff178fca38d9c23114db47c6d60163f145879b7e45fba,9d603743f4678e65947ff178fca38d9c23114db47c6d60163f145879b7e45fba
iotCar-0284,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0284,arn:aws:iot:us-east-2:274028060855:cert/ea5f9a33e69ae031e4b16526ccdff4099f02a5550e20a2eab15e950b3b62bdac,ea5f9a33e69ae031e4b16526ccdff4099f02a5550e20a2eab15e950b3b62bdac
iotCar-0285,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0285,arn:aws:iot:us-east-2:274028060855:cert/636f7abc97ba4255713491386ceeac3f7fa8e5121cbc68251876103632645603,636f7abc97ba4255713491386ceeac3f7fa8e5121cbc68251876103632645603
iotCar-0286,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0286,arn:aws:iot:us-east-2:274028060855:cert/2b82fd04770b05a4271fb49568ddf3b39103e8af8b79bfec984c5ec1746af32a,2b82fd04770b05a4271fb49568ddf3b39103e8af8b79bfec984c5ec1746af32a
iotCar-0287,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0287,arn:aws:iot:us-east-2:274028060855:cert/95ae681ac3b7554bf8af8aa8fc375b5c53af4aedef0963d8f0aa08aaa30c84ea,95ae681ac3b7554bf8af8aa8fc375b5c53af4aedef0963d8f0aa08aaa30c84ea
iotCar-0288,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0288,arn:aws:iot:us-east-2:274028060855:cert/7840df6ad199ae60022a350fd8f4e6d93c53a31bf250b87a508f844d2addca83,7840df6ad199ae60022a350fd8f4e6d93c53a31bf250b87a508f844d2addca83
iotCar-0289,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0289,arn:aws:iot:us-east-2:274028060855:cert/59e8e9724dbbc308ca7056c2c3f184ddeff2884b38d2362923649f241e19f0a4,59e8e9724dbbc308ca7056c2c3f184ddeff2884b38d2362923649f241e19f0a4
iotCar-0290,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0290,arn:aws:iot:us-east-2:274028060855:cert/4c0563b002724467f15066708b1842bcec917561b5018e9e932074891a49ad5b,4c0563b002724467f15066708b1842bcec917561b5018e9e932074891a49ad5b
iotCar-0291,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0291,arn:aws:iot:us-east-2:274028060855:cert/62a5391848e225b0ff97e57631385faa35181394d9f90e94668ebbd5e61908dc,62a5391848e225b0ff97e57631385faa35181394d9f90e94668ebbd5e61908dc
iotCar-0292,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0292,arn:aws:iot:us-east-2:274028060855:cert/b9fc167b385ae0af263745efaecd9b605b2617b2bf6b85febca5307e73271212,b9fc167b385ae0af263745efaecd9b605b2617b2bf6b85febca5307e73271212
iotCar-0293,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0293,arn:aws:iot:us-east-2:274028060855:cert/27896b34bcbbdbe94f10995484ec910e96895b74640eb85bc5158d8d0e2b22ed,27896b34bcbbdbe94f10995484ec910e96895b74640eb85bc5158d8d0e2b22ed
iotCar-0294,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0294,arn:aws:iot:us-east-2:274028060855:cert/67fe1024d25f9ea69f156febfb94f149a8060aac80b6f5ae14c9977116249141,67fe1024d25f9ea69f156febfb94f149a8060aac80b6f5ae14c9977116249141
iotCar-0295,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0295,arn:aws:iot:us-east-2:274028060855:cert/020e6f2585fcc71a9e1bea506634b1b6ac7cd727398743a20c077fdbdf566f09,020e6f2585fcc71a9e1bea506634b1b6ac7cd727398743a20c077fdbdf566f09
iotCar-0296,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0296,arn:aws:iot:us-east-2:274028060855:cert/404e01a32e4c382c6584864aa1a3d7f120fe878f7b07a138997c44fcb44493f9,404e01a32e4c382c6584864aa1a3d7f120fe878f7b07a138997c44fcb44493f9
iotCar-0297,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0297,arn:aws:iot:us-east-2:274028060855:cert/9f81781a7d01c5ff3869f3fb0d01c69958dc52d27522db33b00be67962d27505,9f81781a7d01c5ff3869f3fb0d01c69958dc52d27522db33b00be67962d27505
iotCar-0298,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0298,arn:aws:iot:us-east-2:274028060855:cert/cfb6d710950ee6ca2a5f205a7256a90360c5850708aafbb8a07d2712d0723c4e,cfb6d710950ee6ca2a5f205a7256a90360c5850708aafbb8a07d2712d0723c4e
iotCar-0299,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0299,arn:aws:iot:us-east-2:274028060855:cert/51e85b27533851d4084140ed85fe1b8077ca0e686910ada69d14b670fbffbf91,51e85b27533851d4084140ed85fe1b8077ca0e686910ada69d14b670fbffbf91
iotCar-0300,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0300,arn:aws:iot:us-east-2:274028060855:cert/5dc154d066c95ee46949c0404ef1da178e00ef9118f2c89c1033495a9fe41e77,5dc154d066c95ee46949c0404ef1da178e00ef9118f2c89c1033495a9fe41e77
iotCar-0301,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0301,arn:aws:iot:us-east-2:274028060855:cert/6bf4242c5b4b10c99fa6b6bc3c38311983a59a850b7438f30240bf3fbebfcdff,6bf4242c5b4b10c99fa6b6bc3c38311983a59a850b7438f30240bf3fbebfcdff
iotCar-0302,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0302,arn:aws:iot:us-east-2:274028060855:cert/e35aafc75b9685106faa9c5cf1e51b5c6545b2afa5964bf1ad5cb07f86929977,e35aafc75b9685106faa9c5cf1e51b5c6545b2afa5964bf1ad5cb07f86929977
iotCar-0303,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0303,arn:aws:iot:us-east-2:274028060855:cert/ccbb05b247f2cfb6a396d8d0544c48d4eda5e37324c0fcc596808458ec797213,ccbb05b247f2cfb6a396d8d0544c48d4eda5e37324c0fcc596808458ec797213
iotCar-0304,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0304,arn:aws:iot:us-east-2:274028060855:cert/45a9a30edacc07cf2f68130de8a0710f0116f23724f329e1ed3162b83a16b75c,45a9a30edacc07cf2f68130de8a0710f0116f23724f329e1ed3162b83a16b75c
iotCar-0305,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0305,arn:aws:iot:us-east-2:274028060855:cert/d2fa077fe27bc0f1de97eb41debdf7f8c00aa5e4ec4ba57c781fc9ad3cd6dd96,d2fa077fe27bc0f1de97eb41debdf7f8c00aa5e4ec4ba57c781fc9ad3cd6dd96
iotCar-0306,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0306,arn:aws:iot:us-east-2:274028060855:cert/c5b969033170953b6cfe17b1993b07cfe6426516609f2a6c38aaca044bdba7b3,c5b969033170953b6cfe17b1993b07cfe6426516609f2a6c38aaca044bdba7b3
iotCar-0307,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0307,arn:aws:iot:us-east-2:274028060855:cert/1e9aef3e3e2643ece5e3563f342e0b059153fe286c7fb7f84ddda8c100c6911b,1e9aef3e3e2643ece5e3563f342e0b059153fe286c7fb7f84ddda8c100c6911b
iotCar-0308,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0308,arn:aws:iot:us-east-2:274028060855:cert/1b4fcb0f2e9cf485544a9d4a086c99b8fcf58c874f7c132d80e46cec0e337923,1b4fcb0f2e9cf485544a9d4a086c99b8fcf58c874f7c132d80e46cec0e337923
iotCar-0309,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0309,arn:aws:iot:us-east-2:274028060855:cert/c179df313fc1df82e51065c582f39503b0f185a8f4d6b6cb5603f3ab79e3ad24,c179df313fc1df82e51065c582f39503b0f185a8f4d6b6cb5603f3ab79e3ad24
iotCar-0310,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0310,arn:aws:iot:us-east-2:274028060855:cert/cbad41018e150071fd7de09048f8d02149a7f73b6d57648990927b3355b99bce,cbad41018e150071fd7de09048f8d02149a7f73b6d57648990927b3355b99bce
iotCar-0311,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0311,arn:aws:iot:us-east-2:274028060855:cert/a667b0c527728c107a4b4cc3f2053337e0ef4e6f6cc36c81cb5e8c64bddc7b2b,a667b0c527728c107a4b4cc3f2053337e0ef4e6f6cc36c81cb5e8c64bddc7b2b
iotCar-0312,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0312,arn:aws:iot:us-east-2:274028060855:cert/e82d6af0de4a29096e5cc974fdb277dfaf7babf0cb8ad8b4935079c66d39c804,e82d6af0de4a29096e5cc974fdb277dfaf7babf0cb8ad8b4935079c66d39c804
iotCar-0313,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0313,arn:aws:iot:us-east-2:274028060855:cert/fcba27d24822204e6a2750a8d6eb2ba5f33e339a4709b5b479b5463973c8345b,fcba27d24822204e6a2750a8d6eb2ba5f33e339a4709b5b479b5463973c8345b
iotCar-0314,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0314,arn:aws:iot:us-east-2:274028060855:cert/2eef8028832e5badca6f6fbb32b4a464e3e76c6d0065ca4b4880258dfb2aa903,2eef8028832e5badca6f6fbb32b4a464e3e76c6d0065ca4b4880258dfb2aa903
iotCar-0315,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0315,arn:aws:iot:us-east-2:274028060855:cert/6f305f7b476347473960ca368b7fde22dff98cad17afcec2fb90bb62e88202ea,6f305f7b476347473960ca368b7fde22dff98cad17afcec2fb90bb62e88202ea
iotCar-0316,arn:aws:iot:us-east-2:274028060855:thing/iotCar-0316,arn:aws:iot:us-east-2:274028060855:cert/ef822aefd7ee085636f5645a5024939fc911551d51c81a8b6dfad9c044c3aab2,ef822aefd7ee085636f5645a5024939fc911551d51c81a8b6dfad9c044c3aab2
